case_id,state,district,court_type,case_type,sub_type,filing_date,first_hearing_date,last_hearing_date,judgment_date,duration_days,adjournment_count,hearing_count,avg_hearing_gap_days,stage_count,case_complexity,evidence_quality,lawyer_experience_years,lawyer_win_rate,judge_experience_years,court_backlog,number_of_parties,delay_tactics_used,opponent_aggressiveness,evidence_delay_days,procedural_abuse_score,outcome,resolution_type,data_quality_flag,out_of_distribution_flag
LC006121,Chhattisgarh,Rajnandgaon,Civil Court,criminal,Murder,2010-08-10,2010-09-15,2012-02-09,2012-02-27,566,7,11,51,7,0.265,0.313,16,0.461,18,2866,3,true,0.367,6,0.282,Plaintiff Won,Trial,clean,false
LC006122,Chhattisgarh,Korba,High Court,civil,Injunction,2021-09-16,2021-11-03,2022-03-06,2022-05-04,230,4,6,38,3,0.545,0.109,21,0.666,10,984,4,true,0.501,0,0.451,Withdrawn,Settlement,clean,false
LC006123,Uttar Pradesh,Lucknow,High Court,civil,Partition,2021-10-28,2021-12-07,2024-04-22,2024-06-16,962,10,11,87,4,0.316,0.316,27,0.526,14,3469,4,false,0.473,13,0.163,Plaintiff Won,Dismissed on Merit,clean,false
LC006124,West Bengal,Hooghly,High Court,criminal,Cybercrime,2010-09-29,2010-11-18,2011-07-28,2011-09-12,348,8,9,38,4,0.543,0.638,2,0.558,38,1487,5,false,0.766,1,0.425,Settled,Lok Adalat,clean,false
LC006125,Maharashtra,Nashik,Civil Court,civil,Defamation,2012-12-08,2013-02-09,2014-05-13,2014-06-11,550,7,8,68,3,0.436,0.068,20,0.469,12,1821,2,false,0.381,8,0.449,Plaintiff Won,Summary Judgment,clean,false
LC006126,Himachal Pradesh,Shimla,Family Court,civil,Matrimonial,2011-11-26,2012-02-11,2014-03-02,2014-04-08,864,4,5,120,7,0.463,0.125,24,0.513,27,3844,2,true,0.441,12,0.457,Appeal Pending,Default Judgment,clean,false
LC006127,Goa,South Goa,Civil Court,criminal,Cybercrime,2012-11-07,2012-12-26,2013-11-14,2013-12-28,416,9,15,27,2,0.334,0.231,16,0.588,21,2155,2,true,0.691,24,0.354,Settled,Lok Adalat,clean,false
LC006128,Chandigarh,Chandigarh,Labour Court,civil,Injunction,2010-03-04,2010-05-26,2010-09-04,2010-10-18,228,9,10,22,4,0.296,0.453,5,0.672,20,2753,2,false,0.515,15,0.265,Settled,Settlement,clean,false
LC006129,Karnataka,Mangaluru,Civil Court,civil,Mortgage,2014-10-21,2014-11-25,2016-06-10,2016-08-07,656,8,11,59,3,0.584,0.231,18,0.211,7,1270,2,true,0.79,2,0.378,Partially Allowed,Summary Judgment,clean,false
LC006130,Delhi,South Delhi,Civil Court,criminal,Theft,2010-09-08,2010-10-03,2011-05-26,2011-06-03,268,4,12,22,2,0.107,0.668,3,0.454,9,2216,3,false,0.232,6,0.06,Plaintiff Won,Summary Judgment,clean,false
LC006131,Rajasthan,Jaipur,Family Court,civil,Property Dispute,2020-05-10,2020-08-04,2020-12-09,2020-12-30,234,1,4,58,6,0.04,0.417,12,0.442,3,2097,2,false,0.144,6,0.383,Settled,Mediation,clean,false
LC006132,Odisha,Koraput,Magistrate Court,criminal,Robbery,2013-03-05,2013-03-22,2014-10-09,2014-10-18,592,6,9,65,8,0.263,0.307,20,0.439,7,3421,2,false,0.448,39,0.258,Defendant Won,Trial,clean,true
LC006133,Madhya Pradesh,Bhopal,Sessions Court,criminal,Kidnapping,2011-09-22,2011-11-05,2012-07-15,2012-07-28,310,4,10,31,8,0.375,0.207,19,0.582,11,3062,2,false,0.435,1,0.493,Settled,Settlement,clean,false
LC006134,Ladakh,Kargil,Magistrate Court,criminal,Cheating,2022-08-01,2022-10-13,2024-01-13,2024-02-14,562,10,11,51,6,0.165,0.352,20,0.498,21,4424,3,true,0.281,25,0.45,Dismissed,Summary Judgment,clean,false
LC006135,Delhi,Central Delhi,Consumer Forum,civil,Partition,2018-08-18,2018-10-06,2020-04-19,2020-05-06,627,11,15,41,3,0.697,0.456,5,0.317,11,1985,3,true,0.597,13,0.379,Dismissed,Trial,clean,false
LC006136,Mizoram,Kolasib,Civil Court,criminal,Murder,2020-05-12,2020-07-29,2021-06-05,2021-07-26,440,2,10,44,6,0.251,0.229,17,0.474,15,3131,2,true,0.275,2,0.468,Plaintiff Won,Summary Judgment,clean,false
LC006137,Telangana,Rangareddy,Sessions Court,criminal,Theft,2012-04-22,2012-07-02,2013-09-30,2013-10-25,551,9,10,55,6,0.456,0.248,10,0.859,25,3266,2,false,0.706,30,0.504,Plaintiff Won,Trial,clean,false
LC006138,Delhi,South Delhi,Sessions Court,civil,Injunction,2017-10-26,2018-01-15,2019-01-06,2019-03-07,497,3,7,71,4,0.441,0.775,13,0.403,14,2638,2,false,0.142,1,0.308,Dismissed,Summary Judgment,clean,false
LC006139,Uttar Pradesh,Noida,Labour Court,civil,Consumer Complaint,2017-05-06,2017-07-23,2018-09-22,2018-11-05,548,6,12,45,8,0.609,0.052,1,0.42,7,3382,5,true,0.219,28,0.169,Settled,Settlement,clean,false
LC006140,Ladakh,Kargil,Consumer Forum,civil,Partition,2012-06-27,2012-09-09,2012-12-27,2013-02-06,224,6,10,22,6,0.291,0.679,16,0.706,13,2004,4,true,0.463,11,0.407,Settled,Lok Adalat,clean,false
LC006141,Telangana,Khammam,District Court,civil,Consumer Complaint,2019-03-27,2019-06-10,2020-03-31,2020-05-28,428,4,10,42,8,0.539,0.4,19,0.595,22,961,6,true,0.366,3,0.361,Settled,Settlement,clean,false
LC006142,Gujarat,Gandhinagar,Consumer Forum,civil,Easement,2021-07-08,2021-08-14,2023-05-10,2023-06-14,706,6,12,58,7,0.413,0.207,21,0.664,12,2912,6,true,0.442,2,0.131,Defendant Won,Trial,clean,false
LC006143,West Bengal,South 24 Parganas,District Court,civil,Property Dispute,2016-11-28,2016-12-28,2018-04-01,2018-05-24,542,13,17,31,3,0.362,0.55,2,0.551,2,4731,2,true,0.78,6,0.446,Settled,Mediation,clean,true
LC006144,West Bengal,South 24 Parganas,District Court,civil,Succession,2011-10-11,2011-12-31,2013-01-18,2013-02-06,484,7,15,32,2,0.224,0.42,16,0.655,2,2636,5,false,0.346,13,0.342,Defendant Won,Dismissed on Merit,clean,false
LC006145,Delhi,South West Delhi,Family Court,criminal,Cheating,2016-06-28,2016-08-28,2018-05-16,2018-05-21,692,6,10,69,7,0.797,0.582,3,0.572,17,3384,3,true,0.252,9,0.302,Partially Allowed,Default Judgment,clean,false
LC006146,Maharashtra,Nagpur,Sessions Court,civil,Property Dispute,2017-12-15,2018-01-24,2020-03-15,2020-05-03,870,10,11,79,3,0.486,0.074,15,0.461,5,4400,2,true,0.355,1,0.311,Appeal Pending,Trial,clean,false
LC006147,Delhi,North Delhi,Consumer Forum,civil,Contract Breach,2013-06-24,2013-08-09,2014-10-27,2014-12-04,528,2,9,58,5,0.783,0.389,17,0.187,14,2481,2,false,0.269,8,0.255,Defendant Won,Trial,clean,false
LC006148,West Bengal,Howrah,Magistrate Court,civil,Injunction,2014-09-03,2014-09-24,2017-01-12,2017-02-11,892,9,10,89,3,0.809,0.349,3,0.63,14,3266,3,true,0.391,42,0.358,Plaintiff Won,Trial,clean,true
LC006149,Kerala,Alappuzha,Civil Court,civil,Injunction,2010-03-03,2010-04-20,2011-12-08,2011-12-14,651,6,9,72,3,0.104,0.222,21,0.361,3,3291,2,true,0.73,36,0.376,Partially Allowed,Trial,clean,false
LC006150,Tamil Nadu,Chennai,Family Court,criminal,Kidnapping,2017-02-19,2017-04-23,2019-05-26,2019-07-01,862,7,15,57,7,0.932,0.567,2,0.453,22,2632,3,true,0.405,9,0.416,Plaintiff Won,Dismissed on Merit,clean,false
LC006151,Karnataka,Bengaluru Urban,Sessions Court,criminal,Fraud,2017-11-21,2018-01-09,2018-07-01,2018-08-24,276,7,12,23,6,0.438,0.443,1,0.55,29,2497,3,false,0.618,49,0.348,Defendant Won,Trial,clean,false
LC006152,Gujarat,Mehsana,Family Court,criminal,Cheating,2021-09-18,2021-10-21,2022-06-18,2022-06-21,276,4,7,39,7,0.165,0.52,11,0.363,4,1954,2,true,0.125,8,0.277,Partially Allowed,Default Judgment,clean,false
LC006153,Andhra Pradesh,Vizianagaram,Labour Court,criminal,Murder,2015-07-03,2015-08-15,2015-12-18,2015-12-26,176,3,4,44,5,0.281,0.128,1,0.631,2,557,4,false,0.283,34,0.098,Partially Allowed,Default Judgment,clean,false
LC006154,Uttarakhand,Dehradun,Sessions Court,criminal,Theft,2020-08-04,2020-09-16,2021-08-07,2021-09-24,416,10,11,37,5,0.338,0.237,6,0.698,12,2086,4,false,0.566,5,0.498,Plaintiff Won,Dismissed on Merit,clean,false
LC006155,Haryana,Hisar,Sessions Court,civil,Partition,2014-02-17,2014-03-27,2016-02-05,2016-03-21,763,5,10,76,3,0.821,0.399,13,0.616,25,2922,3,true,0.25,40,0.389,Dismissed,Dismissed on Merit,clean,false
LC006156,Maharashtra,Nashik,Consumer Forum,civil,Easement,2019-03-12,2019-04-22,2020-08-12,2020-09-25,563,11,16,35,8,0.31,0.623,15,0.721,15,3154,5,false,0.654,6,0.279,Defendant Won,Summary Judgment,clean,false
LC006157,Delhi,Central Delhi,Civil Court,civil,Contract Breach,2017-11-23,2018-01-18,2019-06-14,2019-07-28,612,0,7,87,5,0.148,0.097,21,0.673,14,1613,2,true,0.154,11,0.168,Defendant Won,Summary Judgment,clean,false
LC006158,Madhya Pradesh,Ratlam,District Court,criminal,Theft,2010-07-17,2010-09-08,2011-11-13,2011-12-28,529,6,7,75,3,0.285,0.488,1,0.639,10,2727,5,true,0.398,15,0.37,Dismissed,Default Judgment,clean,false
LC006159,Haryana,Karnal,Sessions Court,criminal,Dowry Harassment,2017-10-21,2018-01-12,2019-05-01,2019-05-16,572,2,7,81,3,0.943,0.543,4,0.784,19,2727,5,false,0.375,5,0.384,Plaintiff Won,Summary Judgment,clean,false
LC006160,Punjab,Jalandhar,Civil Court,criminal,Cybercrime,2020-05-20,2020-08-07,2021-09-24,2021-11-10,539,7,14,38,2,0.524,0.46,10,0.573,17,1741,5,true,0.473,24,0.299,Partially Allowed,Trial,clean,false
LC006161,Tamil Nadu,Tiruchirappalli,Labour Court,criminal,Robbery,2015-10-03,2015-12-22,2016-11-10,2016-12-19,443,3,8,55,5,0.496,0.501,2,0.74,16,1919,2,false,0.439,6,0.182,Dismissed,Default Judgment,clean,false
LC006162,Tamil Nadu,Tiruchirappalli,Magistrate Court,civil,Easement,2017-11-30,2018-01-22,2018-04-24,2018-05-24,175,2,6,29,7,0.815,0.779,14,0.481,12,1853,6,false,0.221,9,0.264,Withdrawn,Settlement,clean,false
LC006163,Himachal Pradesh,Solan,Civil Court,criminal,Cheating,2014-10-02,2014-10-29,2016-05-13,2016-07-03,640,4,6,106,6,0.663,0.488,9,0.59,5,3252,2,true,0.234,5,0.255,Defendant Won,Default Judgment,clean,false
LC006164,Madhya Pradesh,Jabalpur,Magistrate Court,civil,Succession,2017-09-18,2017-11-01,2018-02-27,2018-04-04,198,6,14,15,7,0.307,0.349,16,0.524,14,3251,3,false,0.277,11,0.42,Withdrawn,Settlement,clean,false
LC006165,Telangana,Hyderabad,High Court,criminal,Cheating,2015-07-31,2015-08-24,2016-11-15,2017-01-12,531,5,6,88,6,0.086,0.427,4,0.326,12,1912,6,true,0.151,14,0.177,Appeal Pending,Trial,clean,false
LC006166,Uttar Pradesh,Agra,Family Court,civil,Succession,2020-08-06,2020-09-08,2020-10-23,2020-12-05,121,9,11,15,5,0.285,0.533,22,0.44,6,1147,5,false,0.582,1,0.316,Withdrawn,Settlement,clean,false
LC006167,Andhra Pradesh,West Godavari,Labour Court,civil,Injunction,2014-07-30,2014-09-26,2016-01-20,2016-02-11,561,7,10,56,4,0.179,0.298,3,0.459,31,2643,3,true,0.607,49,0.422,Defendant Won,Dismissed on Merit,clean,false
LC006168,Mizoram,Champhai,District Court,civil,Property Dispute,2018-06-26,2018-07-29,2020-06-01,2020-06-20,725,7,12,60,6,0.49,0.276,12,0.589,20,2949,4,true,0.222,44,0.257,Appeal Pending,Dismissed on Merit,clean,false
LC006169,Uttar Pradesh,Aligarh,Consumer Forum,criminal,Kidnapping,2013-03-12,2013-04-14,2014-01-12,2014-02-18,343,2,4,85,8,0.512,0.031,1,0.671,20,1835,5,true,0.117,76,0.159,Plaintiff Won,Default Judgment,clean,false
LC006170,Rajasthan,Sikar,Sessions Court,civil,Property Dispute,2020-05-24,2020-08-11,2021-01-22,2021-01-29,250,2,3,83,5,0.697,0.328,4,0.547,14,2203,5,false,0.42,4,0.351,Settled,Lok Adalat,clean,true
LC006171,Uttar Pradesh,Ghaziabad,Labour Court,civil,Partition,2014-11-25,2015-02-19,2015-10-26,2015-12-17,387,4,5,77,8,0.265,0.478,8,0.438,9,1356,2,false,0.082,37,0.237,Plaintiff Won,Trial,clean,false
LC006172,Assam,Kamrup,Family Court,civil,Partition,2018-01-06,2018-01-30,2019-11-27,2019-12-31,724,6,13,55,4,0.077,0.304,6,0.63,15,2062,2,true,0.852,13,0.246,Defendant Won,Trial,clean,false
LC006173,Rajasthan,Jaipur,Civil Court,criminal,Theft,2016-07-09,2016-08-07,2017-04-05,2017-05-25,320,6,9,35,7,0.68,0.726,4,0.742,2,2896,2,true,0.534,0,0.287,Settled,Lok Adalat,clean,false
LC006174,Meghalaya,West Khasi Hills,Magistrate Court,civil,Matrimonial,2012-10-24,2012-12-21,2013-12-06,2014-01-18,451,6,13,34,6,0.315,0.638,4,0.5,2,2535,2,false,0.323,4,0.324,Appeal Pending,Trial,clean,false
LC006175,Rajasthan,Sikar,Magistrate Court,civil,Contract Breach,2017-10-29,2017-12-23,2019-01-24,2019-03-21,508,5,12,42,5,0.6,0.384,8,0.494,31,2274,2,true,0.357,3,0.202,Dismissed,Summary Judgment,clean,false
LC006176,Assam,Cachar,Magistrate Court,criminal,Drug Trafficking,2017-05-08,2017-07-08,2017-08-09,2017-08-13,97,0,1,97,8,0.433,0.514,7,0.638,3,685,3,false,0.149,7,0.358,Settled,Mediation,clean,false
LC006177,Maharashtra,Mumbai City,District Court,civil,Injunction,2016-02-01,2016-03-20,2018-09-17,2018-10-03,975,10,17,57,3,0.691,0.514,21,0.736,15,3047,2,true,0.827,8,0.409,Plaintiff Won,Summary Judgment,clean,false
LC006178,Madhya Pradesh,Gwalior,Civil Court,civil,Matrimonial,2022-07-03,2022-07-25,2023-05-31,2023-07-19,381,5,12,31,2,0.569,0.6,20,0.451,9,1274,2,false,0.528,12,0.316,Plaintiff Won,Summary Judgment,clean,false
LC006179,Telangana,Khammam,Labour Court,civil,Succession,2020-08-10,2020-10-09,2021-10-08,2021-11-18,465,6,14,33,7,0.333,0.245,8,0.462,2,4569,2,false,0.096,1,0.274,Partially Allowed,Summary Judgment,noisy,false
LC006180,Himachal Pradesh,Una,Civil Court,civil,Easement,2014-05-15,2014-07-21,2014-10-10,2014-11-09,178,8,9,19,4,0.298,0.294,15,0.602,6,3304,2,false,0.12,10,0.299,Withdrawn,Settlement,clean,false
LC006181,Madhya Pradesh,Ratlam,Civil Court,civil,Consumer Complaint,2012-12-12,2013-03-01,2014-07-12,2014-07-20,585,5,8,73,3,0.625,0.621,8,0.38,13,873,2,true,0.118,9,0.407,Plaintiff Won,Summary Judgment,clean,false
LC006182,Chandigarh,Chandigarh,District Court,criminal,Kidnapping,2012-05-25,2012-06-27,2013-07-11,2013-08-03,435,4,9,48,3,0.554,0.117,11,0.545,12,1304,3,true,0.341,103,0.141,Defendant Won,Trial,clean,false
LC006183,Punjab,Jalandhar,Family Court,criminal,Assault,2021-12-19,2022-02-09,2023-04-13,2023-05-13,510,2,10,51,5,0.519,0.484,25,0.33,2,2752,2,true,0.069,8,0.186,Partially Allowed,Summary Judgment,clean,false
LC006184,Tripura,Unakoti,High Court,civil,Mortgage,2012-03-09,2012-04-03,2012-07-25,2012-08-13,157,11,18,15,7,0.357,0.408,10,0.441,12,2206,3,true,0.584,7,0.259,Settled,Mediation,clean,false
LC006185,Tamil Nadu,Thanjavur,Magistrate Court,civil,Matrimonial,2011-08-25,2011-09-13,2012-11-30,2012-12-01,464,5,13,35,3,0.434,0.451,1,0.656,2,2053,2,false,0.504,9,0.199,Partially Allowed,Dismissed on Merit,clean,false
LC006186,West Bengal,North 24 Parganas,Sessions Court,civil,Property Dispute,2010-04-18,2010-06-13,2011-06-28,2011-07-30,468,8,14,33,7,0.503,0.055,16,0.75,15,3644,2,true,0.396,26,0.34,Settled,Settlement,clean,false
LC006187,Tamil Nadu,Erode,Labour Court,civil,Matrimonial,2013-03-22,2013-06-07,2014-10-04,2014-11-30,618,8,13,47,7,0.288,0.777,1,0.53,26,1470,2,true,0.574,6,0.429,Defendant Won,Default Judgment,clean,false
LC006188,West Bengal,Howrah,Family Court,civil,Matrimonial,2020-03-27,2020-05-21,2022-01-10,2022-03-02,705,4,11,64,2,0.64,0.246,15,0.595,33,2033,2,true,0.241,1,0.229,Plaintiff Won,Default Judgment,clean,false
LC006189,Andhra Pradesh,Kadapa,Magistrate Court,civil,Consumer Complaint,2014-01-04,2014-03-16,2015-09-21,2015-10-22,656,6,7,93,5,0.371,0.342,8,0.95,15,3176,3,false,0.14,6,0.159,Dismissed,Default Judgment,noisy,false
LC006190,Madhya Pradesh,Ratlam,District Court,criminal,Drug Trafficking,2013-10-24,2013-11-16,2015-02-03,2015-03-11,503,6,11,45,6,0.415,0.572,12,0.915,11,2282,4,true,0.502,15,0.471,Dismissed,Dismissed on Merit,clean,false
LC006191,Odisha,Balasore,Labour Court,criminal,Cheating,2018-12-01,2018-12-27,2019-11-04,2019-12-24,388,8,9,43,7,0.76,0.338,7,0.697,4,2227,2,false,0.861,30,0.374,Partially Allowed,Trial,clean,false
LC006192,Telangana,Medchal-Malkajgiri,Consumer Forum,civil,Partition,2014-02-15,2014-03-13,2015-11-16,2016-01-07,691,5,12,57,5,0.397,0.486,1,0.246,9,2146,2,true,0.637,31,0.501,Dismissed,Summary Judgment,clean,false
LC006193,Ladakh,Leh,Consumer Forum,criminal,Assault,2022-01-26,2022-04-13,2023-06-27,2023-07-04,524,8,9,58,5,0.389,0.247,19,0.769,9,2776,5,false,0.592,58,0.454,Plaintiff Won,Summary Judgment,clean,false
LC006194,Karnataka,Mysuru,Magistrate Court,civil,Consumer Complaint,2016-02-10,2016-05-02,2017-01-29,2017-03-17,401,7,8,50,3,0.338,0.264,14,0.566,7,2562,2,false,0.175,0,0.218,Plaintiff Won,Summary Judgment,clean,false
LC006195,Punjab,Bathinda,High Court,criminal,Theft,2017-02-12,2017-03-16,2017-07-27,2017-08-15,184,7,10,18,6,0.213,0.203,3,0.793,12,2958,4,false,0.194,4,0.151,Settled,Mediation,clean,false
LC006196,Gujarat,Mehsana,Consumer Forum,civil,Succession,2013-10-23,2013-12-15,2016-11-30,2017-01-10,1175,12,15,78,2,0.571,0.152,18,0.506,18,3562,3,true,0.691,51,0.433,Plaintiff Won,Dismissed on Merit,clean,false
LC006197,Gujarat,Gandhinagar,District Court,civil,Defamation,2018-09-30,2018-10-18,2019-06-25,2019-08-18,322,8,12,26,3,0.536,0.024,9,0.438,3,2428,3,false,0.63,88,0.351,Settled,Mediation,clean,false
LC006198,Tamil Nadu,Chennai,Magistrate Court,criminal,Cybercrime,2012-09-27,2012-11-06,2015-01-21,2015-03-13,897,2,5,120,6,0.842,0.214,21,0.608,18,2874,2,true,0.106,1,0.409,Plaintiff Won,Trial,clean,false
LC006199,Goa,South Goa,High Court,civil,Consumer Complaint,2011-07-03,2011-08-26,2012-04-05,2012-05-05,307,7,8,38,5,0.301,0.483,8,0.357,11,1299,3,false,0.285,3,0.188,Partially Allowed,Dismissed on Merit,clean,false
LC006200,Himachal Pradesh,Kangra,Civil Court,criminal,Robbery,2014-06-21,2014-07-18,2016-01-01,2016-02-22,611,7,11,55,4,0.498,0.41,12,0.743,2,3779,2,false,0.508,25,0.053,Dismissed,Default Judgment,clean,false
LC006201,Tamil Nadu,Madurai,Civil Court,criminal,Fraud,2015-07-02,2015-09-09,2017-02-28,2017-03-07,614,3,9,68,5,0.751,0.497,10,0.759,28,2474,2,true,0.071,37,0.034,Defendant Won,Default Judgment,clean,false
LC006202,Tamil Nadu,Thanjavur,Labour Court,civil,Injunction,2022-03-29,2022-05-18,2023-06-09,2023-07-21,479,8,9,53,7,0.449,0.47,11,0.513,3,3888,5,false,0.784,0,0.429,Plaintiff Won,Trial,noisy,false
LC006203,West Bengal,Kolkata,Sessions Court,civil,Partition,2022-06-09,2022-09-07,2023-05-17,2023-06-24,380,5,13,29,2,0.65,0.748,6,0.713,13,1039,2,false,0.33,7,0.216,Plaintiff Won,Summary Judgment,clean,false
LC006204,Rajasthan,Bikaner,Civil Court,civil,Contract Breach,2016-08-29,2016-10-13,2018-05-04,2018-06-20,660,4,11,60,6,0.107,0.23,25,0.426,23,3222,2,true,0.126,23,0.316,Dismissed,Trial,noisy,false
LC006205,Lakshadweep,Lakshadweep,Civil Court,civil,Defamation,2015-09-25,2015-12-02,2017-01-19,2017-03-09,531,9,15,35,3,0.158,0.228,10,0.665,23,2978,2,false,0.249,15,0.242,Defendant Won,Dismissed on Merit,clean,false
LC006206,Karnataka,Davanagere,Magistrate Court,criminal,Dowry Harassment,2014-06-18,2014-08-06,2016-08-22,2016-09-03,808,8,14,57,2,0.849,0.087,18,0.73,11,4405,3,true,0.418,21,0.295,Defendant Won,Trial,clean,true
LC006207,Chhattisgarh,Rajnandgaon,Labour Court,criminal,Cheating,2014-12-11,2015-01-21,2016-01-25,2016-03-13,458,9,16,28,8,0.225,0.392,19,0.669,13,3612,5,false,0.594,10,0.37,Plaintiff Won,Summary Judgment,clean,false
LC006208,Tamil Nadu,Thanjavur,High Court,criminal,Drug Trafficking,2020-02-20,2020-04-14,2022-02-06,2022-03-11,750,7,9,83,7,0.707,0.138,18,0.424,13,3350,3,true,0.449,2,0.494,Plaintiff Won,Trial,clean,false
LC006209,Haryana,Rohtak,Consumer Forum,criminal,Assault,2011-05-14,2011-06-30,2013-01-09,2013-03-04,660,9,11,60,8,0.435,0.259,10,0.471,10,2565,2,true,0.63,33,0.455,Plaintiff Won,Trial,clean,false
LC006210,Ladakh,Leh,Civil Court,civil,Defamation,2022-07-24,2022-08-25,2023-10-05,2023-11-18,482,5,11,43,6,0.012,0.314,15,0.8,17,2631,2,false,0.119,31,0.422,Defendant Won,Trial,clean,false
LC006211,Delhi,North East Delhi,Magistrate Court,civil,Succession,2021-09-04,2021-10-09,2022-06-19,2022-07-26,325,2,8,40,2,0.677,0.252,11,0.638,17,2963,3,false,0.139,33,0.262,Withdrawn,Settlement,noisy,false
LC006212,Bihar,Muzaffarpur,Magistrate Court,civil,Injunction,2011-12-05,2012-02-25,2012-08-15,2012-08-29,268,3,9,29,4,0.583,0.096,15,0.611,19,1657,4,false,0.117,3,0.293,Defendant Won,Default Judgment,clean,false
LC006213,Karnataka,Bengaluru Urban,High Court,civil,Injunction,2012-05-16,2012-07-29,2013-07-25,2013-08-08,449,8,10,44,4,0.574,0.782,9,0.467,15,1702,4,true,0.38,6,0.328,Partially Allowed,Dismissed on Merit,clean,false
LC006214,Himachal Pradesh,Mandi,District Court,civil,Property Dispute,2018-07-23,2018-09-18,2019-11-04,2019-12-20,515,5,6,85,2,0.254,0.476,14,0.327,29,2001,6,false,0.481,4,0.288,Dismissed,Default Judgment,clean,false
LC006215,Andhra Pradesh,Vizianagaram,Sessions Court,civil,Partition,2018-04-19,2018-07-01,2020-04-21,2020-05-27,769,5,11,69,5,0.433,0.537,26,0.701,31,2910,3,false,0.423,5,0.259,Plaintiff Won,Trial,clean,false
LC006216,Karnataka,Belagavi,Magistrate Court,criminal,Robbery,2016-04-26,2016-06-13,2017-10-06,2017-11-23,576,7,12,48,5,0.608,0.218,4,0.453,16,2851,3,true,0.334,58,0.428,Defendant Won,Summary Judgment,noisy,false
LC006217,Maharashtra,Kolhapur,Family Court,civil,Consumer Complaint,2013-06-01,2013-08-01,2014-12-31,2015-01-20,598,9,13,46,7,0.555,0.392,5,0.711,12,1595,2,true,0.627,7,0.531,Plaintiff Won,Summary Judgment,clean,false
LC006218,Maharashtra,Solapur,District Court,criminal,Drug Trafficking,2010-06-06,2010-07-19,2010-12-21,2010-12-24,201,5,11,18,5,0.258,0.591,17,0.544,21,1633,3,false,0.365,1,0.295,Plaintiff Won,Summary Judgment,clean,false
LC006219,Bihar,Begusarai,District Court,civil,Defamation,2021-02-11,2021-04-05,2022-02-24,2022-04-25,438,4,12,36,4,0.496,0.097,5,0.566,2,1801,2,false,0.198,21,0.089,Dismissed,Default Judgment,clean,true
LC006220,Tamil Nadu,Chennai,Labour Court,civil,Partition,2010-08-08,2010-09-07,2014-01-09,2014-01-29,1270,10,18,70,3,0.65,0.268,2,0.319,2,3158,2,true,0.775,1,0.472,Partially Allowed,Default Judgment,clean,false
LC006221,Tamil Nadu,Chennai,Consumer Forum,civil,Consumer Complaint,2010-01-30,2010-03-18,2012-03-03,2012-04-08,799,8,11,72,4,0.604,0.266,8,0.449,10,2742,6,false,0.454,2,0.34,Appeal Pending,Dismissed on Merit,clean,false
LC006222,Maharashtra,Aurangabad,Magistrate Court,criminal,Murder,2019-09-06,2019-10-21,2020-06-13,2020-07-29,327,9,13,25,3,0.413,0.169,19,0.63,13,2952,2,false,0.426,11,0.217,Partially Allowed,Default Judgment,clean,false
LC006223,Assam,Kamrup,Magistrate Court,civil,Contract Breach,2010-10-14,2011-01-10,2012-09-25,2012-09-26,713,7,8,89,2,0.505,0.217,6,0.572,13,2240,6,true,0.402,5,0.39,Appeal Pending,Trial,clean,false
LC006224,Tamil Nadu,Thanjavur,Magistrate Court,civil,Mortgage,2020-08-01,2020-10-19,2022-03-12,2022-04-17,624,9,14,44,2,0.554,0.815,12,0.17,16,850,2,true,0.643,6,0.317,Plaintiff Won,Trial,clean,false
LC006225,Jharkhand,Ranchi,Civil Court,criminal,Theft,2011-04-08,2011-05-14,2012-03-31,2012-05-02,390,3,11,35,2,0.249,0.461,3,0.253,16,2973,4,false,0.137,17,0.238,Plaintiff Won,Default Judgment,clean,false
LC006226,Maharashtra,Solapur,Sessions Court,civil,Mortgage,2021-10-24,2022-01-05,2022-11-02,2022-11-14,386,10,16,24,4,0.804,0.204,15,0.652,17,2540,2,false,0.622,5,0.401,Dismissed,Trial,clean,false
LC006227,Maharashtra,Kolhapur,Labour Court,civil,Contract Breach,2013-03-02,2013-03-27,2014-01-10,2014-03-08,371,4,5,74,3,0.78,0.146,1,0.518,2,1763,3,false,0.485,10,0.366,Plaintiff Won,Trial,clean,false
LC006228,Telangana,Hyderabad,Magistrate Court,civil,Injunction,2018-02-17,2018-04-15,2019-07-07,2019-08-25,554,2,10,55,5,0.301,0.57,1,0.644,5,1567,2,true,0.098,8,0.135,Plaintiff Won,Dismissed on Merit,clean,false
LC006229,Tamil Nadu,Thanjavur,High Court,criminal,Robbery,2015-11-05,2015-12-13,2016-03-24,2016-05-18,195,10,18,15,2,0.321,0.411,25,0.251,13,3159,3,true,0.583,9,0.357,Withdrawn,Settlement,clean,false
LC006230,Haryana,Sonipat,Consumer Forum,criminal,Robbery,2015-01-29,2015-03-22,2015-04-13,2015-06-10,132,5,9,15,5,0.777,0.345,11,0.398,7,1900,3,false,0.653,16,0.428,Withdrawn,Settlement,clean,false
LC006231,Telangana,Khammam,High Court,criminal,Fraud,2018-10-31,2018-12-23,2019-07-17,2019-07-18,260,4,11,23,3,0.052,0.299,19,0.442,7,3073,5,true,0.47,4,0.35,Withdrawn,Settlement,clean,false
