case_id,state,district,case_type,ipc_section,bailable,judge_seniority,pleading_complexity,pleading_sentiment,filing_date,disposal_date,judge_id,adjournment_count,backlog_size,outcome,duration_days
CAS-15762,Uttar Pradesh,Uttar Pradesh_District_9,Property,NA,0,6,0.95,0.16,2019-05-07,2027-05-26,JDG-39,8,2975,Settled,2941
CAS-15763,Maharashtra,Maharashtra_District_1,Commercial,NA,0,6,0.23,-0.65,2022-11-28,2027-02-13,JDG-37,2,1056,Allowed,1538
CAS-15764,Uttar Pradesh,Uttar Pradesh_District_3,Family,NA,0,19,0.12,-0.3,2020-03-26,2026-05-18,JDG-22,11,4181,Allowed,2244
CAS-15765,Delhi,Delhi_District_9,Civil,NA,0,12,0.72,0.67,2020-09-09,2027-07-16,JDG-14,6,2434,Settled,2501
CAS-15766,Delhi,Delhi_District_3,Civil,NA,0,5,0.48,-0.78,2020-05-24,2029-12-17,JDG-19,22,4401,Dismissed,3494
CAS-15767,Karnataka,Karnataka_District_1,Property,NA,0,14,0.77,-0.15,2019-12-29,2031-03-27,JDG-30,24,5357,Allowed,4106
CAS-15768,Uttar Pradesh,Uttar Pradesh_District_1,Civil,NA,0,13,0.47,0.21,2019-01-19,2029-10-06,JDG-4,22,5066,Allowed,3913
CAS-15769,Delhi,Delhi_District_3,Commercial,NA,0,11,0.62,0.2,2021-01-06,2029-04-23,JDG-10,11,3701,Settled,3029
CAS-15770,Maharashtra,Maharashtra_District_7,Criminal,302,1,5,0.53,0.49,2022-01-16,2032-10-15,JDG-49,17,5818,Allowed,3925
CAS-15771,Karnataka,Karnataka_District_9,Commercial,NA,0,9,0.14,-0.37,2019-11-13,2026-10-11,JDG-3,24,1333,Allowed,2524
CAS-15772,Uttar Pradesh,Uttar Pradesh_District_9,Commercial,NA,0,14,0.74,0.34,2020-10-31,2029-11-04,JDG-19,14,5460,Allowed,3291
CAS-15773,Maharashtra,Maharashtra_District_2,Commercial,NA,0,6,0.42,-0.05,2022-07-02,2027-07-30,JDG-19,6,1565,Settled,1854
CAS-15774,Maharashtra,Maharashtra_District_8,Family,NA,0,22,0.34,0.51,2022-11-16,2026-03-30,JDG-31,6,1175,Settled,1230
CAS-15775,Tamil Nadu,Tamil Nadu_District_5,Property,NA,0,8,0.2,0.51,2022-01-17,2030-01-19,JDG-23,10,2532,Allowed,2924
CAS-15776,Delhi,Delhi_District_7,Civil,NA,0,12,0.83,-0.25,2022-05-01,2028-08-03,JDG-41,6,1772,Allowed,2286
CAS-15777,Delhi,Delhi_District_1,Commercial,NA,0,16,0.8,0.44,2019-12-31,2028-01-07,JDG-4,13,4308,Allowed,2929
CAS-15778,Tamil Nadu,Tamil Nadu_District_3,Property,NA,0,16,0.57,0.05,2019-03-26,2025-03-24,JDG-45,7,1436,Dismissed,2190
CAS-15779,Tamil Nadu,Tamil Nadu_District_5,Criminal,498A,1,8,0.27,-0.45,2022-05-07,2031-10-05,JDG-20,10,5186,Settled,3438
CAS-15780,Uttar Pradesh,Uttar Pradesh_District_4,Commercial,NA,0,11,0.87,0.39,2021-05-14,2029-06-28,JDG-44,4,5293,Settled,2967
CAS-15781,Karnataka,Karnataka_District_1,Commercial,NA,0,23,0.95,-0.53,2019-08-19,2024-12-04,JDG-43,11,1961,Dismissed,1934
CAS-15782,Tamil Nadu,Tamil Nadu_District_8,Commercial,NA,0,19,0.82,-0.71,2022-01-10,2030-11-09,JDG-17,15,5040,Allowed,3225
CAS-15783,Tamil Nadu,Tamil Nadu_District_1,Commercial,NA,0,5,0.83,-0.17,2021-03-08,2028-09-07,JDG-32,12,2134,Allowed,2740
CAS-15784,Tamil Nadu,Tamil Nadu_District_7,Civil,NA,0,20,0.48,0.42,2021-07-11,2029-02-13,JDG-13,5,5025,Dismissed,2774
CAS-15785,Delhi,Delhi_District_6,Family,NA,0,8,0.69,-0.62,2022-06-08,2028-07-23,JDG-5,9,2332,Dismissed,2237
CAS-15786,Maharashtra,Maharashtra_District_5,Criminal,498A,1,4,0.28,-0.54,2019-09-21,2027-08-14,JDG-39,10,3075,Settled,2884
CAS-15787,Tamil Nadu,Tamil Nadu_District_2,Civil,NA,0,13,0.42,-0.2,2022-03-06,2027-04-01,JDG-25,2,1200,Settled,1852
CAS-15788,Tamil Nadu,Tamil Nadu_District_6,Family,NA,0,10,0.38,-0.41,2022-10-04,2031-09-17,JDG-22,13,5498,Dismissed,3270
CAS-15789,Delhi,Delhi_District_9,Criminal,323,0,6,0.5,-0.11,2020-12-28,2027-09-07,JDG-9,4,1107,Dismissed,2444
CAS-15790,Delhi,Delhi_District_3,Family,NA,0,10,0.29,-0.42,2022-05-18,2027-05-06,JDG-26,13,1591,Dismissed,1814
CAS-15791,Uttar Pradesh,Uttar Pradesh_District_8,Property,NA,0,3,0.42,-0.72,2020-06-06,2028-04-07,JDG-38,19,1208,Dismissed,2862
CAS-15792,Karnataka,Karnataka_District_2,Criminal,376,1,24,0.93,0.49,2022-12-26,2031-12-27,JDG-40,18,3441,Allowed,3288
CAS-15793,Delhi,Delhi_District_2,Civil,NA,0,24,0.19,0.44,2023-01-12,2029-03-06,JDG-31,24,1123,Dismissed,2245
CAS-15794,Delhi,Delhi_District_9,Commercial,NA,0,10,0.18,-0.02,2021-01-01,2028-01-23,JDG-21,3,3908,Dismissed,2578
CAS-15795,Maharashtra,Maharashtra_District_6,Civil,NA,0,5,0.82,0.57,2022-09-25,2034-03-16,JDG-2,21,5220,Settled,4190
CAS-15796,Karnataka,Karnataka_District_2,Property,NA,0,19,0.44,0.3,2019-02-24,2024-02-25,JDG-1,5,1054,Settled,1827
CAS-15797,Tamil Nadu,Tamil Nadu_District_3,Civil,NA,0,6,0.91,-0.38,2021-04-01,2032-05-13,JDG-9,19,5084,Dismissed,4060
CAS-15798,Tamil Nadu,Tamil Nadu_District_6,Family,NA,0,24,0.61,-0.37,2020-06-26,2024-09-18,JDG-10,7,933,Dismissed,1545
CAS-15799,Tamil Nadu,Tamil Nadu_District_4,Family,NA,0,2,0.47,-0.8,2019-03-31,2024-03-04,JDG-34,11,701,Settled,1800
CAS-15800,Maharashtra,Maharashtra_District_1,Criminal,420,0,18,0.26,-0.6,2022-10-19,2029-11-18,JDG-16,11,2389,Settled,2587
CAS-15801,Delhi,Delhi_District_8,Commercial,NA,0,2,0.66,-0.33,2020-09-12,2027-12-17,JDG-18,18,1455,Dismissed,2652
CAS-15802,Uttar Pradesh,Uttar Pradesh_District_8,Commercial,NA,0,13,0.4,-0.64,2020-09-15,2028-07-19,JDG-17,23,2615,Settled,2864
CAS-15803,Karnataka,Karnataka_District_8,Commercial,NA,0,15,0.35,0.29,2020-01-23,2028-07-26,JDG-4,16,3393,Settled,3107
CAS-15804,Tamil Nadu,Tamil Nadu_District_1,Commercial,NA,0,13,0.76,-0.17,2020-04-19,2026-09-26,JDG-38,16,1421,Allowed,2351
CAS-15805,Delhi,Delhi_District_7,Civil,NA,0,9,1.0,0.75,2020-07-30,2030-12-23,JDG-21,18,4710,Allowed,3798
CAS-15806,Karnataka,Karnataka_District_9,Commercial,NA,0,24,0.51,-0.66,2022-03-08,2029-01-08,JDG-43,20,2389,Allowed,2498
CAS-15807,Uttar Pradesh,Uttar Pradesh_District_5,Civil,NA,0,11,0.72,-0.03,2022-02-08,2031-09-16,JDG-12,11,5466,Settled,3507
CAS-15808,Uttar Pradesh,Uttar Pradesh_District_4,Commercial,NA,0,17,0.59,-0.74,2019-04-07,2024-08-29,JDG-2,5,2185,Dismissed,1971
CAS-15809,Uttar Pradesh,Uttar Pradesh_District_4,Property,NA,0,11,0.61,0.57,2020-06-06,2029-04-10,JDG-44,24,2693,Settled,3230
CAS-15810,Uttar Pradesh,Uttar Pradesh_District_1,Commercial,NA,0,6,0.75,0.63,2020-12-02,2029-07-28,JDG-20,15,4074,Allowed,3160
CAS-15811,Tamil Nadu,Tamil Nadu_District_1,Family,NA,0,7,0.68,0.68,2021-11-26,2029-09-06,JDG-28,12,3860,Allowed,2841
CAS-15812,Uttar Pradesh,Uttar Pradesh_District_2,Family,NA,0,15,0.98,-0.48,2019-07-17,2026-08-31,JDG-34,2,3815,Dismissed,2602
CAS-15813,Maharashtra,Maharashtra_District_4,Property,NA,0,6,0.4,0.29,2019-03-14,2027-11-27,JDG-34,24,1757,Dismissed,3180
CAS-15814,Delhi,Delhi_District_4,Family,NA,0,18,0.49,-0.67,2021-06-28,2025-03-09,JDG-2,7,599,Settled,1350
CAS-15815,Tamil Nadu,Tamil Nadu_District_7,Criminal,420,0,3,0.67,-0.42,2022-08-24,2030-03-07,JDG-46,16,542,Settled,2752
CAS-15816,Karnataka,Karnataka_District_1,Property,NA,0,16,0.18,-0.07,2020-10-18,2029-01-21,JDG-42,13,3778,Allowed,3017
CAS-15817,Uttar Pradesh,Uttar Pradesh_District_8,Family,NA,0,2,0.36,-0.22,2022-04-05,2028-06-27,JDG-20,4,2580,Allowed,2275
CAS-15818,Tamil Nadu,Tamil Nadu_District_5,Family,NA,0,18,0.42,0.24,2021-03-13,2026-10-10,JDG-49,10,2374,Allowed,2037
CAS-15819,Uttar Pradesh,Uttar Pradesh_District_1,Civil,NA,0,6,0.29,-0.51,2020-11-27,2028-03-07,JDG-48,9,3022,Dismissed,2657
CAS-15820,Tamil Nadu,Tamil Nadu_District_7,Criminal,302,1,22,0.74,-0.3,2022-02-06,2027-03-01,JDG-49,3,1030,Allowed,1849
CAS-15821,Tamil Nadu,Tamil Nadu_District_1,Family,NA,0,5,0.54,-0.3,2022-09-02,2029-08-25,JDG-37,9,2660,Dismissed,2549
CAS-15822,Tamil Nadu,Tamil Nadu_District_4,Commercial,NA,0,23,0.61,0.17,2020-07-12,2028-05-10,JDG-31,23,3056,Dismissed,2859
CAS-15823,Tamil Nadu,Tamil Nadu_District_7,Commercial,NA,0,8,0.38,-0.21,2020-05-01,2029-07-10,JDG-22,23,4560,Settled,3357
CAS-15824,Tamil Nadu,Tamil Nadu_District_2,Family,NA,0,20,0.86,-0.68,2019-04-15,2023-05-11,JDG-34,2,1535,Settled,1487
CAS-15825,Maharashtra,Maharashtra_District_5,Civil,NA,0,2,0.61,0.03,2023-01-16,2031-12-08,JDG-2,13,3617,Dismissed,3248
CAS-15826,Delhi,Delhi_District_3,Criminal,376,0,22,0.9,-0.67,2022-07-11,2030-07-26,JDG-29,24,787,Dismissed,2937
CAS-15827,Uttar Pradesh,Uttar Pradesh_District_3,Family,NA,0,8,0.66,0.2,2021-11-25,2031-12-07,JDG-23,24,5376,Allowed,3664
CAS-15828,Delhi,Delhi_District_6,Family,NA,0,24,0.22,-0.22,2020-02-13,2027-06-21,JDG-17,19,4065,Dismissed,2685
CAS-15829,Uttar Pradesh,Uttar Pradesh_District_4,Property,NA,0,16,0.81,-0.3,2020-07-08,2029-09-18,JDG-21,24,3016,Settled,3359
CAS-15830,Delhi,Delhi_District_2,Family,NA,0,20,0.52,0.51,2021-08-08,2027-03-21,JDG-45,7,3556,Allowed,2051
CAS-15831,Delhi,Delhi_District_7,Family,NA,0,20,0.91,0.31,2019-03-21,2024-05-11,JDG-27,9,2083,Settled,1878
CAS-15832,Uttar Pradesh,Uttar Pradesh_District_4,Criminal,323,0,23,0.41,0.45,2020-04-30,2030-08-04,JDG-11,19,5437,Allowed,3748
CAS-15833,Maharashtra,Maharashtra_District_1,Civil,NA,0,18,0.51,-0.46,2019-09-15,2028-11-08,JDG-20,11,5409,Dismissed,3342
CAS-15834,Tamil Nadu,Tamil Nadu_District_5,Family,NA,0,4,0.44,0.08,2019-01-08,2024-09-21,JDG-38,5,3147,Settled,2083
CAS-15835,Karnataka,Karnataka_District_1,Property,NA,0,11,0.93,0.17,2022-09-28,2029-10-18,JDG-41,5,2462,Settled,2577
CAS-15836,Tamil Nadu,Tamil Nadu_District_8,Civil,NA,0,23,0.52,-0.16,2022-04-10,2029-09-10,JDG-35,3,4120,Settled,2710
CAS-15837,Maharashtra,Maharashtra_District_7,Family,NA,0,5,0.49,-0.8,2021-03-20,2026-01-13,JDG-20,5,776,Settled,1760
CAS-15838,Tamil Nadu,Tamil Nadu_District_6,Commercial,NA,0,19,0.25,0.6,2020-12-16,2029-06-30,JDG-49,12,4842,Settled,3118
CAS-15839,Tamil Nadu,Tamil Nadu_District_2,Civil,NA,0,16,0.27,-0.46,2022-09-20,2032-06-17,JDG-35,22,4639,Allowed,3558
CAS-15840,Uttar Pradesh,Uttar Pradesh_District_6,Commercial,NA,0,15,0.98,0.42,2020-04-30,2026-06-04,JDG-27,14,1710,Settled,2226
CAS-15841,Uttar Pradesh,Uttar Pradesh_District_8,Civil,NA,0,9,0.45,0.14,2021-01-12,2028-03-02,JDG-32,9,2113,Dismissed,2606
CAS-15842,Uttar Pradesh,Uttar Pradesh_District_7,Family,NA,0,2,0.26,-0.18,2019-04-03,2025-06-17,JDG-42,11,1923,Settled,2267
CAS-15843,Karnataka,Karnataka_District_2,Property,NA,0,21,0.72,0.68,2019-07-24,2028-04-26,JDG-16,13,3854,Settled,3199
CAS-15844,Tamil Nadu,Tamil Nadu_District_9,Property,NA,0,14,0.23,-0.49,2022-02-25,2031-05-07,JDG-15,19,4302,Allowed,3358
CAS-15845,Tamil Nadu,Tamil Nadu_District_8,Property,NA,0,10,0.44,-0.78,2022-09-27,2028-04-03,JDG-33,10,610,Settled,2015
CAS-15846,Delhi,Delhi_District_6,Commercial,NA,0,24,0.46,-0.35,2022-11-10,2028-11-16,JDG-20,22,1823,Allowed,2198
CAS-15847,Maharashtra,Maharashtra_District_6,Property,NA,0,21,0.86,-0.13,2021-09-06,2029-05-22,JDG-9,22,2068,Dismissed,2815
CAS-15848,Karnataka,Karnataka_District_7,Property,NA,0,18,0.83,-0.23,2022-11-12,2032-02-10,JDG-27,21,4031,Dismissed,3377
CAS-15849,Tamil Nadu,Tamil Nadu_District_6,Criminal,302,1,2,0.77,-0.68,2021-09-23,2030-11-18,JDG-47,5,4267,Allowed,3343
CAS-15850,Karnataka,Karnataka_District_7,Property,NA,0,10,0.74,-0.79,2021-01-13,2029-10-14,JDG-24,11,3272,Allowed,3196
CAS-15851,Tamil Nadu,Tamil Nadu_District_9,Family,NA,0,7,0.94,0.4,2020-04-16,2028-12-05,JDG-32,19,4201,Settled,3155
CAS-15852,Tamil Nadu,Tamil Nadu_District_2,Property,NA,0,24,0.21,-0.64,2020-04-03,2027-09-09,JDG-20,7,3646,Allowed,2715
CAS-15853,Karnataka,Karnataka_District_6,Civil,NA,0,13,0.59,0.62,2023-01-06,2031-07-25,JDG-23,3,4881,Allowed,3122
CAS-15854,Tamil Nadu,Tamil Nadu_District_9,Civil,NA,0,17,0.93,0.12,2020-01-10,2026-04-09,JDG-47,8,1240,Settled,2281
CAS-15855,Tamil Nadu,Tamil Nadu_District_3,Civil,NA,0,11,0.82,0.76,2020-09-08,2028-10-05,JDG-2,13,3474,Allowed,2949
CAS-15856,Uttar Pradesh,Uttar Pradesh_District_6,Commercial,NA,0,7,0.94,-0.39,2021-02-19,2027-04-30,JDG-47,12,1206,Dismissed,2261
CAS-15857,Tamil Nadu,Tamil Nadu_District_5,Property,NA,0,3,0.61,-0.4,2019-10-22,2031-12-24,JDG-32,23,5583,Settled,4446
CAS-15858,Tamil Nadu,Tamil Nadu_District_4,Property,NA,0,4,0.15,0.58,2019-06-29,2027-02-22,JDG-8,9,3208,Dismissed,2795
CAS-15859,Uttar Pradesh,Uttar Pradesh_District_1,Civil,NA,0,24,0.47,0.02,2021-01-10,2027-10-19,JDG-37,18,1917,Allowed,2473
CAS-15860,Tamil Nadu,Tamil Nadu_District_5,Family,NA,0,19,0.46,0.21,2019-10-06,2026-05-15,JDG-25,7,4075,Settled,2413
CAS-15861,Tamil Nadu,Tamil Nadu_District_3,Family,NA,0,9,0.45,-0.11,2019-08-10,2028-11-28,JDG-29,13,5895,Allowed,3398
CAS-15862,Karnataka,Karnataka_District_3,Property,NA,0,4,0.18,0.28,2020-11-13,2028-10-13,JDG-39,12,2716,Allowed,2891
CAS-15863,Maharashtra,Maharashtra_District_4,Property,NA,0,16,0.94,0.06,2021-02-21,2029-11-13,JDG-17,4,4816,Dismissed,3187
CAS-15864,Uttar Pradesh,Uttar Pradesh_District_4,Criminal,376,0,24,0.2,0.66,2019-05-21,2027-06-22,JDG-1,23,2123,Dismissed,2954
CAS-15865,Delhi,Delhi_District_3,Criminal,420,1,7,0.27,-0.46,2020-10-24,2027-05-02,JDG-3,19,1090,Settled,2381
CAS-15866,Maharashtra,Maharashtra_District_6,Criminal,376,1,8,0.83,0.36,2019-07-20,2029-08-11,JDG-6,14,4508,Settled,3675
CAS-15867,Delhi,Delhi_District_2,Commercial,NA,0,24,0.83,0.68,2020-04-29,2029-05-25,JDG-49,13,5103,Allowed,3313
CAS-15868,Karnataka,Karnataka_District_9,Family,NA,0,13,0.5,0.41,2020-11-08,2029-04-27,JDG-40,16,5054,Allowed,3092
CAS-15869,Tamil Nadu,Tamil Nadu_District_1,Civil,NA,0,20,0.17,-0.4,2020-03-09,2028-09-25,JDG-10,14,4673,Settled,3122
CAS-15870,Tamil Nadu,Tamil Nadu_District_1,Family,NA,0,4,0.77,-0.6,2020-08-11,2027-07-18,JDG-11,8,2960,Settled,2532
CAS-15871,Tamil Nadu,Tamil Nadu_District_4,Civil,NA,0,16,0.27,-0.69,2022-07-12,2028-06-24,JDG-21,8,2157,Allowed,2174
CAS-15872,Maharashtra,Maharashtra_District_2,Criminal,376,0,20,0.5,-0.32,2020-05-07,2027-11-29,JDG-30,17,2031,Settled,2762
CAS-15873,Karnataka,Karnataka_District_9,Civil,NA,0,21,0.19,-0.11,2020-05-25,2029-10-10,JDG-44,22,5006,Settled,3425
CAS-15874,Karnataka,Karnataka_District_1,Commercial,NA,0,20,0.57,0.01,2019-08-11,2026-10-06,JDG-16,5,4034,Allowed,2613
CAS-15875,Tamil Nadu,Tamil Nadu_District_2,Commercial,NA,0,20,0.78,0.48,2019-12-25,2027-08-14,JDG-41,16,3570,Allowed,2789
CAS-15876,Uttar Pradesh,Uttar Pradesh_District_4,Property,NA,0,8,0.68,-0.1,2022-11-09,2027-09-18,JDG-15,3,552,Allowed,1774
CAS-15877,Karnataka,Karnataka_District_3,Civil,NA,0,11,0.88,-0.23,2020-11-23,2026-06-25,JDG-24,3,1329,Settled,2040
CAS-15878,Maharashtra,Maharashtra_District_1,Commercial,NA,0,14,0.47,0.62,2019-07-18,2029-06-25,JDG-21,15,5894,Dismissed,3630
CAS-15879,Delhi,Delhi_District_9,Property,NA,0,21,0.85,-0.25,2019-06-24,2025-08-04,JDG-21,5,1990,Settled,2233
CAS-15880,Karnataka,Karnataka_District_2,Criminal,376,0,20,0.56,-0.55,2021-02-25,2029-05-26,JDG-38,7,4337,Allowed,3012
CAS-15881,Maharashtra,Maharashtra_District_8,Criminal,323,1,12,0.78,0.01,2021-11-06,2028-07-16,JDG-11,11,1518,Allowed,2444
CAS-15882,Tamil Nadu,Tamil Nadu_District_3,Criminal,498A,1,8,0.23,0.05,2022-03-27,2030-06-06,JDG-13,17,2864,Settled,2993
CAS-15883,Karnataka,Karnataka_District_6,Commercial,NA,0,13,0.81,0.38,2020-02-21,2026-09-20,JDG-15,11,1893,Dismissed,2403
CAS-15884,Karnataka,Karnataka_District_4,Civil,NA,0,7,0.84,0.3,2020-12-19,2029-02-13,JDG-38,9,2906,Settled,2978
CAS-15885,Karnataka,Karnataka_District_9,Property,NA,0,10,0.75,0.64,2023-01-23,2030-08-24,JDG-16,17,1541,Settled,2770
CAS-15886,Uttar Pradesh,Uttar Pradesh_District_3,Family,NA,0,15,0.64,0.14,2020-01-06,2025-02-20,JDG-34,9,2421,Dismissed,1872
CAS-15887,Tamil Nadu,Tamil Nadu_District_1,Family,NA,0,4,0.85,0.54,2020-08-01,2029-05-26,JDG-41,12,4605,Allowed,3220
CAS-15888,Uttar Pradesh,Uttar Pradesh_District_2,Family,NA,0,24,0.23,-0.34,2020-06-04,2024-10-05,JDG-37,16,590,Settled,1584
CAS-15889,Maharashtra,Maharashtra_District_3,Civil,NA,0,11,0.92,-0.34,2022-11-03,2030-11-21,JDG-22,19,1939,Dismissed,2940
CAS-15890,Karnataka,Karnataka_District_5,Property,NA,0,21,0.81,-0.2,2021-10-08,2031-11-14,JDG-13,23,4994,Dismissed,3689
CAS-15891,Uttar Pradesh,Uttar Pradesh_District_5,Criminal,302,1,11,0.74,-0.68,2019-01-04,2030-04-14,JDG-1,23,5584,Dismissed,4118
CAS-15892,Karnataka,Karnataka_District_5,Property,NA,0,2,0.55,-0.56,2021-12-30,2028-01-16,JDG-10,11,1205,Dismissed,2208
CAS-15893,Delhi,Delhi_District_1,Property,NA,0,9,0.23,0.71,2022-07-01,2029-07-18,JDG-2,11,2309,Settled,2574
CAS-15894,Uttar Pradesh,Uttar Pradesh_District_2,Family,NA,0,4,0.79,0.42,2020-12-15,2026-09-10,JDG-43,17,625,Dismissed,2095
CAS-15895,Karnataka,Karnataka_District_2,Family,NA,0,14,0.84,0.65,2022-04-15,2028-07-12,JDG-26,12,2418,Settled,2280
CAS-15896,Uttar Pradesh,Uttar Pradesh_District_9,Family,NA,0,2,0.59,0.54,2019-05-31,2027-02-25,JDG-22,8,4650,Dismissed,2827
CAS-15897,Maharashtra,Maharashtra_District_2,Family,NA,0,17,0.67,-0.27,2021-12-30,2030-05-01,JDG-30,21,4565,Allowed,3044
CAS-15898,Karnataka,Karnataka_District_9,Commercial,NA,0,3,0.19,-0.42,2021-10-10,2029-07-15,JDG-22,5,4571,Allowed,2835
CAS-15899,Karnataka,Karnataka_District_6,Family,NA,0,4,0.89,-0.06,2021-06-13,2028-06-14,JDG-2,4,3460,Settled,2558
CAS-15900,Maharashtra,Maharashtra_District_4,Property,NA,0,13,0.8,-0.57,2022-09-12,2031-02-03,JDG-29,10,3379,Settled,3066
CAS-15901,Maharashtra,Maharashtra_District_4,Criminal,302,0,8,0.33,0.01,2021-05-04,2030-03-29,JDG-46,22,1893,Dismissed,3251
CAS-15902,Maharashtra,Maharashtra_District_9,Family,NA,0,5,0.41,0.5,2022-08-11,2031-12-20,JDG-7,19,5435,Allowed,3418
CAS-15903,Uttar Pradesh,Uttar Pradesh_District_3,Family,NA,0,10,0.49,0.6,2019-02-26,2024-05-30,JDG-18,12,1162,Allowed,1920
CAS-15904,Uttar Pradesh,Uttar Pradesh_District_8,Commercial,NA,0,6,0.55,-0.7,2021-09-27,2031-05-26,JDG-27,23,4927,Settled,3528
CAS-15905,Uttar Pradesh,Uttar Pradesh_District_6,Civil,NA,0,7,0.43,-0.09,2020-02-16,2029-05-07,JDG-30,6,5329,Dismissed,3368
CAS-15906,Tamil Nadu,Tamil Nadu_District_6,Commercial,NA,0,6,0.16,-0.58,2022-05-31,2030-02-20,JDG-18,23,2317,Settled,2822
CAS-15907,Delhi,Delhi_District_2,Criminal,420,0,7,0.51,-0.39,2022-04-13,2030-12-15,JDG-37,20,2618,Allowed,3168
CAS-15908,Karnataka,Karnataka_District_1,Commercial,NA,0,22,0.25,-0.22,2020-11-09,2024-12-17,JDG-33,5,1057,Dismissed,1499
CAS-15909,Delhi,Delhi_District_3,Civil,NA,0,13,0.55,0.53,2020-12-05,2029-09-15,JDG-35,7,4541,Dismissed,3206
CAS-15910,Karnataka,Karnataka_District_6,Commercial,NA,0,8,0.42,0.56,2019-12-21,2028-02-01,JDG-10,6,4898,Allowed,2964
CAS-15911,Tamil Nadu,Tamil Nadu_District_7,Criminal,323,1,9,0.12,0.16,2020-12-22,2027-06-06,JDG-48,11,1881,Allowed,2357
CAS-15912,Tamil Nadu,Tamil Nadu_District_2,Family,NA,0,7,0.53,-0.28,2020-11-17,2029-06-12,JDG-19,12,4982,Allowed,3129
CAS-15913,Delhi,Delhi_District_3,Civil,NA,0,8,0.87,-0.31,2023-01-06,2033-06-24,JDG-4,14,5645,Dismissed,3822
CAS-15914,Maharashtra,Maharashtra_District_4,Civil,NA,0,22,0.72,0.22,2019-05-22,2028-06-27,JDG-23,15,5262,Settled,3324
CAS-15915,Karnataka,Karnataka_District_6,Property,NA,0,5,0.87,0.12,2021-11-05,2033-11-10,JDG-47,21,5615,Dismissed,4388
CAS-15916,Delhi,Delhi_District_2,Property,NA,0,13,0.71,-0.05,2022-11-18,2032-07-05,JDG-25,7,5924,Dismissed,3517
CAS-15917,Tamil Nadu,Tamil Nadu_District_3,Civil,NA,0,14,0.64,-0.61,2022-10-12,2033-07-12,JDG-10,19,5734,Allowed,3926
CAS-15918,Uttar Pradesh,Uttar Pradesh_District_8,Criminal,323,1,13,0.39,-0.71,2019-11-28,2027-04-13,JDG-36,16,2095,Settled,2693
CAS-15919,Karnataka,Karnataka_District_5,Property,NA,0,15,0.46,-0.7,2022-11-25,2031-10-31,JDG-27,13,4478,Settled,3262
CAS-15920,Tamil Nadu,Tamil Nadu_District_9,Family,NA,0,14,0.14,-0.39,2020-05-18,2028-05-17,JDG-30,21,4473,Dismissed,2921
CAS-15921,Uttar Pradesh,Uttar Pradesh_District_8,Civil,NA,0,21,0.32,-0.03,2019-08-10,2025-02-27,JDG-39,13,1176,Dismissed,2028
CAS-15922,Uttar Pradesh,Uttar Pradesh_District_9,Property,NA,0,7,0.94,-0.07,2021-06-02,2030-08-12,JDG-36,3,4725,Allowed,3358
CAS-15923,Karnataka,Karnataka_District_4,Commercial,NA,0,12,0.28,0.71,2019-05-17,2026-03-25,JDG-22,17,2622,Settled,2504
CAS-15924,Tamil Nadu,Tamil Nadu_District_8,Commercial,NA,0,3,0.46,-0.36,2019-08-23,2026-06-10,JDG-26,18,863,Settled,2483
CAS-15925,Delhi,Delhi_District_9,Family,NA,0,15,0.21,-0.51,2021-11-27,2026-05-03,JDG-48,11,735,Allowed,1618
CAS-15926,Tamil Nadu,Tamil Nadu_District_6,Criminal,498A,0,10,0.55,0.38,2022-04-25,2031-03-09,JDG-13,19,2217,Allowed,3240
CAS-15927,Uttar Pradesh,Uttar Pradesh_District_8,Criminal,376,0,11,0.51,0.16,2019-10-18,2027-07-20,JDG-11,7,3503,Settled,2832
CAS-15928,Uttar Pradesh,Uttar Pradesh_District_6,Family,NA,0,11,0.16,-0.71,2020-11-12,2029-07-07,JDG-29,24,3811,Allowed,3159
CAS-15929,Karnataka,Karnataka_District_6,Criminal,420,1,7,0.63,-0.28,2019-12-23,2028-09-15,JDG-49,9,3510,Allowed,3189
CAS-15930,Tamil Nadu,Tamil Nadu_District_5,Property,NA,0,21,0.29,0.39,2021-08-17,2028-01-09,JDG-2,12,1487,Allowed,2336
CAS-15931,Karnataka,Karnataka_District_7,Criminal,323,0,20,0.38,0.26,2019-01-28,2028-04-15,JDG-1,21,2689,Dismissed,3365
CAS-15932,Tamil Nadu,Tamil Nadu_District_2,Property,NA,0,22,0.27,-0.38,2022-04-15,2030-02-20,JDG-36,23,1794,Allowed,2868
CAS-15933,Tamil Nadu,Tamil Nadu_District_3,Family,NA,0,23,0.89,-0.61,2019-12-13,2029-04-08,JDG-7,23,5331,Dismissed,3404
CAS-15934,Delhi,Delhi_District_6,Property,NA,0,11,0.34,-0.75,2020-05-03,2026-10-09,JDG-44,11,1838,Dismissed,2350
CAS-15935,Delhi,Delhi_District_6,Property,NA,0,6,0.6,0.49,2019-01-18,2030-12-04,JDG-35,24,5656,Settled,4338
CAS-15936,Maharashtra,Maharashtra_District_6,Commercial,NA,0,19,0.48,-0.8,2020-08-03,2025-05-19,JDG-11,7,1968,Allowed,1750
CAS-15937,Maharashtra,Maharashtra_District_1,Property,NA,0,21,0.8,-0.31,2020-05-07,2028-10-09,JDG-32,17,3077,Settled,3077
CAS-15938,Karnataka,Karnataka_District_3,Commercial,NA,0,4,0.96,0.33,2020-04-03,2029-12-08,JDG-48,4,5541,Allowed,3536
